Source,Target
Том его украсил.,Tom decorated it.
Том её украсил.,Tom decorated it.
Том её нарядил.,Tom decorated it.
Том вас презирает.,Tom despises you.
Том ненавидит Мэри.,Tom detests Mary.
Том не выносит Мэри.,Tom detests Mary.
Мэри Тому отвратительна.,Tom detests Mary.
Том сделал всё от него зависящее.,Tom did his best.
Том исполнил свой долг.,Tom did his duty.
Том выполнил свой долг.,Tom did his duty.
Том сделал свою часть.,Tom did his part.
Том делал свою работу.,Tom did his work.
Том сделал это снова.,Tom did it again.
Том опять это сделал.,Tom did it again.
Том всё сделал правильно.,Tom did it right.
Том сделал это сегодня.,Tom did it today.
Том сделал это неправильно.,Tom did it wrong.
Том не согласился.,Tom didn't agree.
Том не уступил.,Tom didn't budge.
Том этого не делал.,Tom didn't do it.
Том не утонул.,Tom didn't drown.
Том не смеялся.,Tom didn't laugh.
Том не ушёл.,Tom didn't leave.
Том не уехал.,Tom didn't leave.
Том не уходил.,Tom didn't leave.
Том не запаниковал.,Tom didn't panic.
Том не ответил.,Tom didn't reply.
Том не спал.,Tom didn't sleep.
Том не улыбался.,Tom didn't smile.
Том не улыбнулся.,Tom didn't smile.
Том умер в половине третьего.,Tom died at 2:30.
Том умер дома.,Tom died at home.
Том умер в 2003 году.,Tom died in 2003.
Том умер в 2009 году.,Tom died in 2009.
Том умер в 2013 году.,Tom died in 2013.
Том умер в тюрьме.,Tom died in jail.
Том меня не послушался.,Tom disobeyed me.
Том делает свою работу.,Tom does his job.
Тому всё равно.,Tom doesn't care.
Тому безразлично.,Tom doesn't care.
Том не знает.,Tom doesn't know.
Том не возражает.,Tom doesn't mind.
Том не играет.,Tom doesn't play.
Том не читает.,Tom doesn't read.
Том не поёт.,Tom doesn't sing.
Том не купается.,Tom doesn't swim.
Том не разговаривает.,Tom doesn't talk.
Том выпил банку пива.,Tom drank a beer.
Том пил кофе.,Tom drank coffee.
Том рисует комиксы.,Tom draws comics.
Том хорошо одевался.,Tom dressed well.
Том хорошо одевается.,Tom dresses well.
Том много пьёт.,Tom drinks a lot.
Том пьёт сок.,Tom drinks juice.
Том пьёт воду.,Tom drinks water.
Том водит БМВ.,Tom drives a BMW.
Он ездит на БМВ.,Tom drives a BMW.
Том водит такси.,Tom drives a cab.
Том объяснил это.,Tom explained it.
Том всё объяснил.,Tom explained it.
Том дважды потерпел неудачу.,Tom failed twice.
Том накормил свиней.,Tom fed the pigs.
Том влюбился.,Tom fell in love.
Том забеспокоился.,Tom felt anxious.
Тому стало стыдно.,Tom felt ashamed.
Тому было стыдно.,Tom felt ashamed.
Том чувствовал себя как дома.,Tom felt at home.
Том чувствовал себя неудобно.,Tom felt awkward.
Тому было неловко.,Tom felt awkward.
Тому было неудобно.,Tom felt awkward.
Том чувствовал себя глупо.,Tom felt foolish.
Том почувствовал себя глупо.,Tom felt foolish.
Том почувствовал себя счастливее.,Tom felt happier.
Том ничего не почувствовал.,Tom felt nothing.
Том ничего не чувствовал.,Tom felt nothing.
Том был на грани.,Tom felt on edge.
Том запаниковал.,Tom felt panicky.
Том испытал искушение.,Tom felt tempted.
Том почувствовал себя в ловушке.,Tom felt trapped.
Том чувствовал себя обманутым.,Tom felt tricked.
Том наконец уехал.,Tom finally left.
Том починил мне машину.,Tom fixed my car.
Том починил мою машину.,Tom fixed my car.
Том отремонтировал мою машину.,Tom fixed my car.
Том починил телевизор.,Tom fixed the TV.
Том чинит вещи.,Tom fixes things.
Том простил Мэри.,Tom forgave Mary.
Том тебя прощает.,Tom forgives you.
Том вас прощает.,Tom forgives you.
Том поджарил яйцо.,Tom fried an egg.
Том пугает меня.,Tom frightens me.
Том дал мне триста долларов.,Tom gave me $300.
Том дал мне это.,Tom gave me that.
Том дал мне это.,Tom gave me this.
Том дал нам это.,Tom gave us that.
Том загорел.,Tom got a suntan.
Том сделал себе татуировку.,Tom got a tattoo.
Том получил награду.,Tom got an award.
Тома арестовали.,Tom got arrested.
Том запутался.,Tom got confused.
Том лёг в постель.,Tom got into bed.
Том вмешался.,Tom got involved.
Том правильно понял.,Tom got it right.
Том всё не так понял.,Tom got it wrong.
Том не получил ответа.,Tom got no reply.
Том легко отделался.,Tom got off easy.
Том обиделся.,Tom got offended.
Том поднялся на борт.,Tom got on board.
Том так разозлился.,Tom got so angry.
Тому наложили швы.,Tom got stitches.
Тома надули.,Tom got swindled.
Том получил роль.,Tom got the part.
Том встал рано.,Tom got up early.
Том очень разозлился.,Tom got very mad.
Том отрастил бороду.,Tom grew a beard.
У Тома был выбор.,Tom had a choice.
Том был в шляпе.,Tom had a hat on.
У Фомы был пистолет.,Tom had a pistol.
У Тома был пистолет.,Tom had a pistol.
Тому было видение.,Tom had a vision.
У Тома было видение.,Tom had a vision.
У Тома было оружие.,Tom had a weapon.
У Тома было алиби.,Tom had an alibi.
Том был в джинсах.,Tom had jeans on.
У Тома не было алиби.,Tom had no alibi.
Алиби у Тома не было.,Tom had no alibi.
У Тома не было денег.,Tom had no money.
Денег у Тома не было.,Tom had no money.
У Тома была одна цель.,Tom had one goal.
У Тома было одно желание.,Tom had one wish.
Том был в обуви.,Tom had shoes on.
Том был обут.,Tom had shoes on.
Тому пришлось согласиться.,Tom had to agree.
Тому пришлось это сделать.,Tom had to do it.
Том надо было торопиться.,Tom had to hurry.
Тому надо было спешить.,Tom had to hurry.
Тому пришлось поторопиться.,Tom had to hurry.
Тому надо было поторапливаться.,Tom had to hurry.
Тому пришлось уехать.,Tom had to leave.
Тому пришлось уйти.,Tom had to leave.
Тому пришлось стрелять.,Tom had to shoot.
У Тома большой телевизор.,Tom has a big TV.
У Тома есть дворецкий.,Tom has a butler.
У Тома есть выбор.,Tom has a choice.
У Тома комендантский час.,Tom has a curfew.
У Тома есть семья.,Tom has a family.
У Тома семья.,Tom has a family.
У Тома есть гитара.,Tom has a guitar.
У Тома есть адвокат.,Tom has a lawyer.
У Тома есть секрет.,Tom has a secret.
У Тома есть один секрет.,Tom has a secret.
У Тома есть сестра.,Tom has a sister.
У Тома есть одна теория.,Tom has a theory.
У Тома есть билет.,Tom has a ticket.
У Тома есть алиби.,Tom has an alibi.
У Тома язва.,Tom has an ulcer.
У Тома плохое зрение.,Tom has bad eyes.
У Тома большие уши.,Tom has big ears.
У Тома большие глаза.,Tom has big eyes.
У Тома есть харизма.,Tom has charisma.
У Тома есть цыплята.,Tom has chickens.
У Тома есть дети.,Tom has children.
У Тома деменция.,Tom has dementia.
У Тома диабет.,Tom has diabetes.
Том закончил.,Tom has finished.
У Тома есть веснушки.,Tom has freckles.
У Тома веснушки.,Tom has freckles.
Том сошёл с ума.,Tom has gone mad.
Том вышел.,Tom has gone out.
Том вырос.,Tom has grown up.
У Тома иммунитет.,Tom has immunity.
У Тома бессонница.,Tom has insomnia.
Том неправильно это понял.,Tom has it wrong.
Сейчас у Тома дети.,Tom has kids now.
Теперь у Тома дети.,Tom has kids now.
У Тома лейкемия.,Tom has leukemia.
Том встретил Мэри.,Tom has met Mary.
У Тома нет алиби.,Tom has no alibi.
У Тома нет денег.,Tom has no money.
У Тома проблемы.,Tom has problems.
У Тома рыжие волосы.,Tom has red hair.
Том рыжий.,Tom has red hair.
Том вернулся.,Tom has returned.
Том убежал.,Tom has run away.
У Тома есть ключи.,Tom has the keys.
Ключи у Тома.,Tom has the keys.
Тому надо это сделать.,Tom has to do it.
Тому надо торопиться.,Tom has to hurry.
Тому надо спешить.,Tom has to hurry.
Том должен уйти.,Tom has to leave.
Тому надо заниматься.,Tom has to study.
У Тома две машины.,Tom has two cars.
У Тома два кота.,Tom has two cats.
У Тома две кошки.,Tom has two cats.
У Тома две работы.,Tom has two jobs.
Том исчез.,Tom has vanished.
У Тома гости.,Tom has visitors.
Том ненавидел Бостон.,Tom hated Boston.
Том терпеть не мог Бостон.,Tom hated Boston.
Том ненавидел школу.,Tom hated school.
Том нас всех ненавидел.,Tom hated us all.
Том ненавидит французский.,Tom hates French.
Том ненавидит моего пса.,Tom hates my dog.
Том ненавидит мою собаку.,Tom hates my dog.
Том ненавидит лук.,Tom hates onions.
Том терпеть не может лук.,Tom hates onions.
Том ненавидит людей.,Tom hates people.
Том терпеть не может змей.,Tom hates snakes.
Том направился на юг.,Tom headed south.
Том услышал шипение.,Tom heard a hiss.
Том услышал выстрел.,Tom heard a shot.
Том услышал грохот.,Tom heard a thud.
Том услышал глухой стук.,Tom heard a thud.
Том очень помог.,Tom helped a lot.
Том опять помог.,Tom helped again.
Том снова помог.,Tom helped again.
Том нанял повара.,Tom hired a cook.
Том сделал удар на три базы.,Tom hit a triple.
Том ударил свою жену.,Tom hit his wife.
Том меня первый ударил.,Tom hit me first.
Том дважды ударил меня.,Tom hit me twice.
Том ударил меня два раза.,Tom hit me twice.
Том надеялся выиграть.,Tom hoped to win.
Фома поспешил прочь.,Tom hurried away.
Том поранился.,Tom hurt himself.
Том ушибся.,Tom hurt himself.
Том повредил ногу.,Tom hurt his leg.
Том игнорировал Мэри.,Tom ignored Mary.
Том не обращал на Мэри внимания.,Tom ignored Mary.
Том произвёл на меня впечатление.,Tom impressed me.
Том пригласил Мэри.,Tom invited Mary.
Том — бывший Мэри.,Tom is Mary's ex.
Том - плохой мальчик.,Tom is a bad boy.
Том - плохой парень.,Tom is a bad guy.
Том - плохой человек.,Tom is a bad man.
Том - большой мальчик.,Tom is a big boy.
Том - большой парень.,Tom is a big guy.
Том немного застенчив.,Tom is a bit shy.
Том — блогер.,Tom is a blogger.
Том — мошенник.,Tom is a con man.
Том жулик.,Tom is a con man.
Том - мошенник.,Tom is a con man.
Том - жулик.,Tom is a con man.
Том - заключенный.,Tom is a convict.
Том инвалид.,Tom is a cripple.
Том - плакса.,Tom is a crybaby.
Том - стоматолог.,Tom is a dentist.
Том - мечтатель.,Tom is a dreamer.
Том бродяга.,Tom is a drifter.
Том - ударник.,Tom is a drummer.
Том фанатик.,Tom is a fanatic.
Том - фашист.,Tom is a fascist.
Том жирный.,Tom is a fat man.
Том толстый.,Tom is a fat man.
Том тучный.,Tom is a fat man.
Том полный.,Tom is a fat man.
Том упитанный.,Tom is a fat man.
Том - толстяк.,Tom is a fat man.
Том толстобрюхий.,Tom is a fat man.
Том жиробас.,Tom is a fat man.
Том жиртрест.,Tom is a fat man.
Том разжиревший.,Tom is a fat man.
Том дородный.,Tom is a fat man.
Том пузатый.,Tom is a fat man.
Том жирдяй.,Tom is a fat man.
Том откормленный.,Tom is a fat man.
Том боец.,Tom is a fighter.
Том флорист.,Tom is a florist.
Том - гимнаст.,Tom is a gymnast.
Том - арфист.,Tom is a harpist.
Том - хипстер.,Tom is a hipster.
Том - старьёвщик.,Tom is a junkman.
Том - либерал.,Tom is a liberal.
Том - душевнобольной.,Tom is a lunatic.
Том - чудовище.,Tom is a monster.
Том художник.,Tom is a painter.
Том — патриот.,Tom is a patriot.
Том - патриот.,Tom is a patriot.
Том - пианист.,Tom is a pianist.
Том водопроводчик.,Tom is a plumber.
Том — экстрасенс.,Tom is a psychic.
Том - реалист.,Tom is a realist.
Том - риелтор.,Tom is a realtor.
Том - деревенщина.,Tom is a redneck.
Том – быдло.,Tom is a redneck.
Том – быдлан.,Tom is a redneck.
Том - судья.,Tom is a referee.
Том - рефери.,Tom is a referee.
Том беженец.,Tom is a refugee.
Том хулиган.,Tom is a ruffian.
Том - дезертир.,Tom is a runaway.
Том — мошенник.,Tom is a scammer.
Том жулик.,Tom is a scammer.
Том — интриган.,Tom is a schemer.
Том - интриган.,Tom is a schemer.
Том - стеснительный мальчик.,Tom is a shy boy.
Том - скептик.,Tom is a skeptic.
Том - солдат.,Tom is a soldier.
Том — хирург.,Tom is a surgeon.
Том - учитель.,Tom is a teacher.
Том - мыслитель.,Tom is a thinker.
Том - турист.,Tom is a tourist.
Том - стажёр.,Tom is a trainee.
Том - практикант.,Tom is a trainee.
Том предатель.,Tom is a traitor.
Том - водитель грузовика.,Tom is a trucker.
Том - дальнобойщик.,Tom is a trucker.
Том - вампир.,Tom is a vampire.
Том - ветеран.,Tom is a veteran.
Том - воин.,Tom is a warrior.
Том вдовец.,Tom is a widower.
Том - вдовец.,Tom is a widower.
Том - свидетель.,Tom is a witness.
Том - подхалим.,Tom is a yes-man.
Том - лизоблюд.,Tom is a yes-man.
Том йодлер.,Tom is a yodeler.
Том совсем один.,Tom is all alone.
Том в полном одиночестве.,Tom is all alone.
Том тоже глухой.,Tom is also deaf.
Том тоже здесь.,Tom is also here.
Том честолюбивый.,Tom is ambitious.
Том честолюбив.,Tom is ambitious.
Том — животное.,Tom is an animal.
Том художник.,Tom is an artist.
Том — человек-загадка.,Tom is an enigma.
Том — эксперт.,Tom is an expert.
Том - интерн.,Tom is an intern.
Том - сирота.,Tom is an orphan.
Том — разбойник.,Tom is an outlaw.
Том настойчивый.,Tom is assertive.
Том у Мэри.,Tom is at Mary's.
Том в школе.,Tom is at school.
Том доступен.,Tom is available.
Том вернулся домой.,Tom is back home.
Том снова дома.,Tom is back home.
Том безбородый.,Tom is beardless.
Том прикован к постели.,Tom is bedridden.
Том - билингв.,Tom is bilingual.
Том безупречен.,Tom is blameless.
Тома не в чем упрекнуть.,Tom is blameless.
Том дышит.,Tom is breathing.
Том входит внутрь.,Tom is coming in.
Том приходит в себя.,Tom is coming to.
Том в сознании.,Tom is conscious.
Том убежден.,Tom is convinced.
Том учтивый.,Tom is courteous.
Том опасен.,Tom is dangerous.
Том неискренний.,Tom is deceitful.
Том лжив.,Tom is deceitful.
Том счастливый.,Tom is delighted.
Том в восторге.,Tom is delighted.
Том требовательный.,Tom is demanding.
Том приуныл.,Tom is depressed.
Том подавлен.,Tom is depressed.
Том в депрессии.,Tom is depressed.
Том другой.,Tom is different.
"Том не такой, как все.",Tom is different.
Том недоволен.,Tom is disgusted.
Том нечестный.,Tom is dishonest.
Том добродушный.,Tom is easygoing.
Том беспечный.,Tom is easygoing.
Том эксцентричен.,Tom is eccentric.
Том где-то ещё.,Tom is elsewhere.
Том эмоционален.,Tom is emotional.
Том истощён.,Tom is exhausted.
Том обессилен.,Tom is exhausted.
Том измучен.,Tom is exhausted.
Том изнурён.,Tom is exhausted.
Том неудержим.,Tom is exuberant.
Том очень энергичный.,Tom is exuberant.
Том польщен.,Tom is flattered.
Том забывчив.,Tom is forgetful.
Том местный.,Tom is from here.
Том здешний.,Tom is from here.
Том сдаётся.,Tom is giving up.
Том сейчас счастлив.,Tom is happy now.
Теперь Том доволен.,Tom is happy now.
Том тоже здесь.,"Tom is here, too."
Том непредвзят.,Tom is impartial.
Том нетерпелив.,Tom is impatient.
Том впечатлен.,Tom is impressed.
Том исправляется.,Tom is improving.
Том становится лучше.,Tom is improving.
Том импульсивен.,Tom is impulsive.
Том в Бостоне.,Tom is in Boston.
Том в коме.,Tom is in a coma.
Том состоит в секте.,Tom is in a cult.
Том в костюме.,Tom is in a suit.
Том в церкви.,Tom is in church.
Том в опасности.,Tom is in danger.
Том отказывается верить.,Tom is in denial.
Том на небесах.,Tom is in heaven.
Том в бегах.,Tom is in hiding.
Том скрывается.,Tom is in hiding.
Том в тюрьме.,Tom is in prison.
Том сидит в тюрьме.,Tom is in prison.
Том в розничной торговле.,Tom is in retail.
Том в шортах.,Tom is in shorts.
Том возмущён.,Tom is indignant.
Том неискренен.,Tom is insincere.
Том заинтригован.,Tom is intrigued.
Том изобретательный.,Tom is inventive.
Том раздражён.,Tom is irritated.
Том просто ленив.,Tom is just lazy.
Том распутный.,Tom is lecherous.
Том распутник.,Tom is lecherous.
Том такой.,Tom is like that.
"Том такой же, как они.",Tom is like them.
Том как они.,Tom is like them.
Том слушает.,Tom is listening.
Том на меня злится.,Tom is mad at me.
Том на нас злится.,Tom is mad at us.
Том безжалостен.,Tom is merciless.
Том беспощаден.,Tom is merciless.
Том бормочет.,Tom is muttering.
Том мой двоюродный брат.,Tom is my cousin.
Том - мой двоюродный брат.,Tom is my cousin.
Том — мой врач.,Tom is my doctor.
Том - мой отец.,Tom is my father.
Том мой отец.,Tom is my father.
Том - мой адвокат.,Tom is my lawyer.
Том — мой наставник.,Tom is my mentor.
Том — мой племянник.,Tom is my nephew.
Том не трус.,Tom is no coward.
Том не специалист.,Tom is no expert.
Том не эксперт.,Tom is no expert.
Том не гений.,Tom is no genius.
Том не убийца.,Tom is no killer.
Том не лидер.,Tom is no leader.
Том несчастен.,Tom is not happy.
Том несчастлив.,Tom is not happy.
Том объективен.,Tom is objective.
Том наблюдает.,Tom is observing.
Том на диете.,Tom is on a diet.
Том в путешествии.,Tom is on a trip.
Том — наш тренер.,Tom is our coach.
Том - наш враг.,Tom is our enemy.
Том - наш гость.,Tom is our guest.
Том вне себя от радости.,Tom is overjoyed.
Том в панике.,Tom is panicking.
Том паникует.,Tom is panicking.
Том парализован.,Tom is paralyzed.
У Тома ни гроша за душой.,Tom is penniless.
Том упитый.,Tom is plastered.
Том довольно старый.,Tom is quite old.
Том довольно застенчив.,Tom is quite shy.
Том медлит.,Tom is reluctant.
Том злопамятный.,Tom is resentful.
Тому досадно.,Tom is resentful.
Том несгибаемый.,Tom is resilient.
Том неунывающий.,Tom is resilient.
Том доволен.,Tom is satisfied.
Том удовлетворён.,Tom is satisfied.
Том скрытный.,Tom is secretive.
Том без рубашки.,Tom is shirtless.
Том скептичен.,Tom is skeptical.
Том такой скучный.,Tom is so boring.
Том такой глупый.,Tom is so stupid.
Том сидит на корточках.,Tom is squatting.
Том до сих пор сердится.,Tom is still mad.
Том ещё отсутствует.,Tom is still out.
Том удивлён.,Tom is surprised.
Том разговорчив.,Tom is talkative.
Том - тренер.,Tom is the coach.
Том - инструктор.,Tom is the coach.
Том - враг.,Tom is the enemy.
Том - собственник.,Tom is the owner.
Том - владелец.,Tom is the owner.
Том сейчас там.,Tom is there now.
Тому сейчас три года.,Tom is three now.
Тому сейчас три.,Tom is three now.
У Тома нет музыкального слуха.,Tom is tone deaf.
У Тома нет слуха.,Tom is tone deaf.
Том лишён музыкального слуха.,Tom is tone deaf.
Том слишком шумный.,Tom is too noisy.
Том слишком любопытный.,Tom is too nosey.
Том чересчур разборчив.,Tom is too picky.
Том слишком привередлив.,Tom is too picky.
Том слишком низкий.,Tom is too small.
Том слишком маленького роста.,Tom is too small.
Том слишком маленький.,Tom is too small.
Том слишком молод.,Tom is too young.
Том слишком юн.,Tom is too young.
Том дрожит.,Tom is trembling.
Том нерешительный.,Tom is undecided.
Том не женат.,Tom is unmarried.
Том — холостяк.,Tom is unmarried.
Том непопулярен.,Tom is unpopular.
Том тебя использует.,Tom is using you.
Том вас использует.,Tom is using you.
Том очень занят.,Tom is very busy.
Том очень спокоен.,Tom is very calm.
Том очень крутой.,Tom is very cool.
Том очень крут.,Tom is very cool.
Том очень быстр.,Tom is very fast.
Том очень хороший.,Tom is very good.
Том очень ленивый.,Tom is very lazy.
Том очень аккуратный.,Tom is very neat.
Том очень милый.,Tom is very nice.
Том очень славный.,Tom is very nice.
Том очень открыт.,Tom is very open.
Том очень бледный.,Tom is very pale.
Том очень бледен.,Tom is very pale.
Том очень беден.,Tom is very poor.
Том очень богат.,Tom is very rich.
Том очень груб.,Tom is very rude.
Том очень болен.,Tom is very sick.
Том очень медленный.,Tom is very slow.
Том очень высокий.,Tom is very tall.
Том очень худой.,Tom is very thin.
Том очень уродлив.,Tom is very ugly.
Том очень слаб.,Tom is very weak.
Том очень мудрый.,Tom is very wise.
Том просыпается.,Tom is waking up.
Том слабеет.,Tom is weakening.
Тому хорошо платят.,Tom is well paid.
Том насвистывает.,Tom is whistling.
Том свистит.,Tom is whistling.
Том с Мэри.,Tom is with Mary.
Том замечательный.,Tom is wonderful.
Том твой босс.,Tom is your boss.
Том ваш босс.,Tom is your boss.
Том твой начальник.,Tom is your boss.
Том ваш начальник.,Tom is your boss.
Том твой наследник.,Tom is your heir.
Том не маленький ребёнок.,Tom isn't a baby.
Том не повар.,Tom isn't a cook.
Том не дурак.,Tom isn't a fool.
Том не девочка.,Tom isn't a girl.
Том не герой.,Tom isn't a hero.
Том не лжец.,Tom isn't a liar.
Том не монах.,Tom isn't a monk.
Том не сноб.,Tom isn't a snob.
Том не испуган.,Tom isn't afraid.
Том не боится.,Tom isn't afraid.
Тома поблизости нет.,Tom isn't around.
Том не скучный.,Tom isn't boring.
Том не покупает.,Tom isn't buying.
Том не придёт.,Tom isn't coming.
Том не идет.,Tom isn't coming.
Том не плачет.,Tom isn't crying.
Том не ест.,Tom isn't eating.
Том не знаменит.,Tom isn't famous.
Том не жадный.,Tom isn't greedy.
Том невиновен.,Tom isn't guilty.
Том не прячется.,Tom isn't hiding.
Том не голоден.,Tom isn't hungry.
Том не голодный.,Tom isn't hungry.
Тома внутри нет.,Tom isn't inside.
Том не шутит.,Tom isn't joking.
Том не двигается.,Tom isn't moving.
Том не мой ребёнок.,Tom isn't my kid.
Том не мой сын.,Tom isn't my son.
Том мне не сын.,Tom isn't my son.
Том невежлив.,Tom isn't polite.
Том не боится.,Tom isn't scared.
Том не тощий.,Tom isn't skinny.
Тому не хочется спать.,Tom isn't sleepy.
Том не подлый.,Tom isn't sneaky.
Том не такой плохой.,Tom isn't so bad.
Том не такой старый.,Tom isn't so old.
Том не такой уж старый.,Tom isn't so old.
Том не сильный.,Tom isn't strong.
Том не тупой.,Tom isn't stupid.
Том неглуп.,Tom isn't stupid.
Том не хочет пить.,Tom isn't thirty.
Том только что прибыл.,Tom just arrived.
Том только что вошёл.,Tom just came in.
Том просто сказал нет.,Tom just said no.
Том только начал.,Tom just started.
Том мне только что сказал.,Tom just told me.
Том просто наблюдал.,Tom just watched.
Том только что проснулся.,Tom just woke up.
Том только проснулся.,Tom just woke up.
Том вёл дневник.,Tom kept a diary.
Том продолжал копать.,Tom kept digging.
Том продолжал играть.,Tom kept playing.
Том продолжал читать.,Tom kept reading.
Том продолжал бежать.,Tom kept running.
Том всё пел.,Tom kept singing.
Том продолжал пялиться.,Tom kept staring.
Том продолжал говорить.,Tom kept talking.
Том продолжал выигрывать.,Tom kept winning.
Том не переставал выигрывать.,Tom kept winning.
Том продолжал работать.,Tom kept working.
Том не переставал работать.,Tom kept working.
Том продолжал писать.,Tom kept writing.
Том не переставал писать.,Tom kept writing.
Том продолжал орать.,Tom kept yelling.
Том убил человека.,Tom killed a man.
Том ничего не знал.,Tom knew nothing.
Том знает Бостон.,Tom knows Boston.
Том знает французский.,Tom knows French.
"Том знает, что я знаю.",Tom knows I know.
Том лучше знает.,Tom knows better.
Тому лучше знать.,Tom knows better.
У Тома есть связи.,Tom knows people.
Том тоже смеялся.,"Tom laughed, too."
Том тоже засмеялся.,"Tom laughed, too."
Том ушёл в половине третьего.,Tom left at 2:30.
Том ушёл полтретьего.,Tom left at 2:30.
Том оставил свою сумку.,Tom left his bag.
Том сумку забыл.,Tom left his bag.
Том ушёл вовремя.,Tom left on time.
Том уехал вовремя.,Tom left on time.
Том поспешно ушёл.,Tom left quickly.
Том позволил мне это сделать.,Tom let me do it.
Том пустил меня за руль.,Tom let me drive.
Том солгал Мэри.,Tom lied to Mary.
Тому понравился Бостон.,Tom liked Boston.
Бостон Тому понравился.,Tom liked Boston.
Том любил лошадей.,Tom liked horses.
Том любит Бостон.,Tom likes Boston.
Тому нравится французский.,Tom likes French.
Том любит яблоки.,Tom likes apples.
Тому нравятся яблоки.,Tom likes apples.
Том любит икру.,Tom likes caviar.
Том любит сыр.,Tom likes cheese.
Тому нравится сыр.,Tom likes cheese.
Том любит комиксы.,Tom likes comics.
Том нравятся походы.,Tom likes hiking.
Том любит хоккей.,Tom likes hockey.
Том любит лошадей.,Tom likes horses.
Том любит маслины.,Tom likes olives.
Том любит оливки.,Tom likes olives.
Тому нравится оранжевый цвет.,Tom likes orange.
Тому нравятся пони.,Tom likes ponies.
Том любит пони.,Tom likes ponies.
Том любит регги.,Tom likes reggae.
Том любит футбол.,Tom likes soccer.
Том любит спорт.,Tom likes sports.
Том любит бегать.,Tom likes to run.
Том любит выигрывать.,Tom likes to win.
Том любит побеждать.,Tom likes to win.
Том зажёг свечу.,Tom lit a candle.
Том зажёг огонь.,Tom lit the fire.
Том спалил пробки.,Tom lit the fuse.
Том зажёг фитиль.,Tom lit the fuse.
Том включил духовку.,Tom lit the oven.
Том живёт неподалёку.,Tom lives nearby.
Том посмотрел ещё раз.,Tom looked again.
Том посмотрел вперёд.,Tom looked ahead.
Том посмотрел на меня.,Tom looked at me.
Том посмотрел на нас.,Tom looked at us.
Выглядел Том ужасно.,Tom looked awful.
Том выглядел ужасно.,Tom looked awful.
Том отлично выглядел.,Tom looked great.
Том выглядел счастливым.,Tom looked happy.
Том выглядел усталым.,Tom looked tired.
Том выглядел уставшим.,Tom looked tired.
Том выглядел расстроенным.,Tom looked upset.
Том молодо выглядел.,Tom looked young.
Том выглядит сонным.,Tom looks drowsy.
Том выглядит виноватым.,Tom looks guilty.
Том выглядит напуганным.,Tom looks scared.
Том выглядит сонным.,Tom looks sleepy.
Том кажется сильным.,Tom looks strong.
Том выглядит запыхавшимся.,Tom looks winded.
Том потерял контроль.,Tom lost control.
Том потерял управление.,Tom lost control.
Том потерял свою собаку.,Tom lost his dog.
Том потерял шляпу.,Tom lost his hat.
Том потерял свою работу.,Tom lost his job.
Том потерял свой ключ.,Tom lost his key.
Том заблудился.,Tom lost his way.
Том проиграл пари.,Tom lost the bet.
Том потерял ключ.,Tom lost the key.
Том любил Бостон.,Tom loved Boston.
Том любил лошадей.,Tom loved horses.
Том любит Бостон.,Tom loves Boston.
Тому нравится кофе.,Tom loves coffee.
Том обожает сплетни.,Tom loves gossip.
Том любит походы.,Tom loves hiking.
Том любит хоккей.,Tom loves hockey.
Том обожает лошадей.,Tom loves horses.
Том любит кататься на лыжах.,Tom loves skiing.
Том очень любит поесть.,Tom loves to eat.
Том очень любит поезда.,Tom loves trains.
Том любит поезда.,Tom loves trains.
Том любит тюльпаны.,Tom loves tulips.
Том заставил Мэри идти.,Tom made Mary go.
Том сделал робота.,Tom made a robot.
Том устроил сцену.,Tom made a scene.
Том испёк печенье.,Tom made cookies.
Том заправил постель.,Tom made his bed.
Том заставил меня петь.,Tom made me sing.
Том заставил меня ждать.,Tom made me wait.
Том стал партнёром.,Tom made partner.
Тома сделали партнёром.,Tom made partner.
Том заправил постель.,Tom made the bed.
Том заставил нас петь.,Tom made us sing.
Том заставил нас ждать.,Tom made us wait.
Том женился на Мэри.,Tom married Mary.
Том может быть жив.,Tom may be alive.
Том может быть там.,Tom may be there.
Том мог выиграть.,Tom may have won.
Том может не прийти.,Tom may not come.
"Том, возможно, не придёт.",Tom may not come.
Том может не знать.,Tom may not know.
Том упоминал это.,Tom mentioned it.
Том может возразить.,Tom might object.
Том многое упустил.,Tom missed a lot.
"Том, должно быть, занят.",Tom must be busy.
Том должен быть здесь.,Tom must be here.
"Том, должно быть, богат.",Tom must be rich.
"Том, наверное, болен.",Tom must be sick.
"Том, должно быть, умер.",Tom must've died.
"Должно быть, Том ушёл.",Tom must've left.
"Том, наверное, ушёл.",Tom must've left.
Тому нужна была работа.,Tom needed a job.
Тому нужны были деньги.,Tom needed money.
Тому понадобились деньги.,Tom needed money.
Тому нужно было идти.,Tom needed to go.
Тому нужна была вода.,Tom needed water.
Тому нужно принять ванну.,Tom needs a bath.
Тому нужно пальто.,Tom needs a coat.
Тому нужен письменный стол.,Tom needs a desk.
Тому нужна помощь.,Tom needs a hand.
Тому нужен дом.,Tom needs a home.
Тому нужен отдых.,Tom needs a rest.
Тому нужно такси.,Tom needs a taxi.
Тому нужен совет.,Tom needs advice.
Тому нужно поесть.,Tom needs to eat.
Тому нужно выиграть.,Tom needs to win.
Тому нужно победить.,Tom needs to win.
Том сейчас нуждается в нас.,Tom needs us now.
Том так и не позвонил.,Tom never called.
Том никогда не списывает.,Tom never cheats.
